Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%),Manifold Absolute Pressure (2-byte)** (bar absolute),Manifold Absolute Pressure (4-byte)* (psi absolute),Manifold Relative Pressure (4-byte)* (psi relative),Manifold Relative Sea Level Pressure (2-byte)** (bar relative sea level),Map Ratio (Primary)* (multiplier)
517933,14.24,9.02,-0.37,8,0.33,2736,0.00,0.00,0.8045,2.30,1.0000,36.30,36.50,8,15,1,2,3,6,0.00,14.65,-7.11,14.72,1.74,61.96,46.67,61.520,37.34,-1.17,11.37,14,0.122,1.011,14.67,-0.81,-0.003,0.256
518111,14.24,9.41,-0.32,8,0.33,2706,0.00,0.00,0.8105,2.30,1.0000,36.72,36.50,4,12,1,2,3,6,0.00,14.65,-7.11,17.90,1.78,61.57,46.67,61.559,37.43,-1.14,11.76,14,0.122,1.011,14.66,-0.83,-0.003,0.072
518290,14.47,9.02,-0.39,8,0.34,2704,0.00,0.00,0.8140,2.30,1.0000,37.19,37.00,3,2,1,2,3,6,0.00,14.65,-7.11,15.20,1.76,61.57,47.06,61.843,36.42,-1.19,11.76,14,-0.122,1.009,14.67,-0.81,-0.004,0.000
518469,14.47,8.63,-0.34,8,0.34,2694,0.00,0.00,0.8180,2.30,1.0000,36.70,37.00,3,2,1,2,3,6,0.00,14.65,-7.11,14.65,1.74,61.96,47.06,61.712,37.57,-1.14,11.37,14,0.000,1.009,14.65,-0.80,-0.004,0.000
518648,14.47,9.41,-0.29,8,0.33,2692,0.00,0.00,0.8105,2.30,1.0000,36.41,36.50,3,1,1,2,3,6,0.00,14.65,-7.11,14.79,1.74,61.18,46.27,61.238,39.41,-1.11,11.37,14,0.000,1.011,14.66,-0.80,-0.003,0.000
518828,14.47,9.41,-0.20,8,0.33,2694,0.00,0.00,0.8020,2.30,1.0000,36.89,36.50,3,1,1,2,3,6,0.00,14.65,-7.11,16.04,1.78,61.18,46.67,61.639,47.23,-1.00,11.76,14,0.000,1.011,14.67,-0.80,-0.003,0.000
519007,14.47,10.59,0.23,8,0.36,2694,0.00,0.00,0.8558,2.56,1.0000,39.28,38.50,3,1,1,2,3,6,0.00,14.65,-7.11,19.63,1.90,61.57,46.67,61.610,60.76,-0.58,13.33,14,0.000,1.012,14.66,-0.83,-0.001,0.000
519186,14.70,10.98,0.61,8,0.42,2719,0.00,0.00,0.8080,2.82,1.0000,40.23,40.50,2,1,1,2,3,6,0.00,14.65,-7.11,22.16,1.96,61.18,46.27,61.222,69.74,-0.19,14.12,14,0.000,1.009,14.67,-0.80,-0.004,0.000
519365,14.36,11.76,0.91,8,0.46,2712,0.00,0.00,0.8000,3.07,1.0000,39.36,39.50,3,1,1,2,3,6,0.00,14.65,-7.11,22.80,2.00,61.18,46.67,61.559,78.82,0.10,14.90,14,0.000,1.012,14.66,-0.80,-0.001,0.000
519544,14.13,12.16,0.94,8,0.50,2713,0.00,0.00,0.8105,3.07,1.0000,38.74,39.00,3,1,1,2,3,6,0.00,14.65,-7.11,23.17,2.00,61.57,46.67,61.464,83.31,0.11,15.29,14,0.000,1.012,14.67,-0.81,-0.001,0.000
519723,14.01,12.55,1.11,8,0.52,2709,0.00,0.00,0.8105,3.07,1.0000,38.25,38.50,3,1,1,2,3,6,0.50,14.65,-7.11,25.10,2.06,61.57,45.88,61.113,92.35,0.30,15.69,14,0.244,1.012,14.65,-0.83,-0.001,0.000
519902,14.36,12.94,1.64,8,0.55,2709,0.00,0.00,0.8180,3.33,1.0000,37.95,38.50,3,1,1,2,3,6,1.00,14.65,-7.11,27.77,2.12,61.18,46.27,61.425,110.37,0.81,16.47,14,0.000,1.012,14.64,-0.83,-0.001,0.000
520080,14.70,14.51,2.50,8,0.60,2710,0.00,0.00,0.8205,3.58,1.0000,37.17,38.50,2,1,1,2,3,6,2.00,14.65,-7.11,31.55,2.20,61.57,46.67,61.554,137.44,1.69,18.04,14,0.122,1.009,14.64,-0.80,-0.004,0.048
520259,14.93,16.08,2.99,8,0.69,2718,0.00,0.00,0.8200,4.10,1.0000,36.20,38.00,2,1,1,2,3,6,2.00,14.65,-7.11,34.12,2.26,61.18,48.63,61.182,146.41,2.13,19.61,14,0.122,1.012,14.67,-0.83,-0.001,0.224
520439,14.59,16.08,3.36,8,0.74,2724,0.00,0.00,0.8305,4.35,1.0000,35.70,37.50,3,2,1,2,3,6,2.00,14.65,-7.11,35.40,2.28,61.18,49.80,61.667,155.28,2.56,20.39,14,-0.122,1.012,14.67,-0.80,-0.001,0.408
520618,13.90,16.47,3.74,8,0.77,2704,0.00,0.00,0.8100,4.61,1.0000,35.35,37.00,5,2,1,2,3,6,1.50,14.65,-7.11,35.53,2.28,61.57,50.98,61.731,158.42,2.94,21.18,14,0.000,1.011,14.67,-0.80,-0.003,0.584
520796,14.13,16.86,3.32,8,0.79,2712,0.00,0.00,0.8080,4.35,1.0000,35.25,36.50,6,3,1,2,3,6,1.00,14.65,-7.11,35.91,2.30,61.96,50.59,61.491,155.28,2.52,21.18,14,0.000,1.011,14.67,-0.83,-0.003,0.768
520977,14.59,16.47,3.67,8,0.79,2712,0.00,0.00,0.8255,4.35,1.0000,35.24,36.00,9,4,1,2,3,6,1.00,14.65,-7.11,36.17,2.30,61.18,50.20,61.370,158.42,2.86,20.78,14,0.000,1.011,14.66,-0.80,-0.003,0.944
521154,14.59,16.86,3.84,8,0.80,2714,0.00,0.00,0.8235,4.35,1.0000,35.17,36.00,11,5,1,2,3,6,1.00,14.65,-7.11,37.06,2.30,61.96,50.98,61.841,158.42,2.94,21.18,14,0.122,1.009,14.65,-0.80,-0.004,1.000
521333,14.59,16.86,3.55,8,0.81,2736,0.00,0.00,0.8070,4.61,1.0000,35.08,36.00,12,6,1,2,3,6,1.00,14.65,-7.11,36.80,2.30,61.96,50.59,61.484,158.42,2.74,21.18,14,0.000,1.011,14.67,-0.80,-0.003,1.000
521513,14.24,16.86,3.99,8,0.81,2743,0.00,0.00,0.8470,4.61,1.0000,35.01,36.00,15,7,1,2,3,6,1.00,14.65,-7.11,35.90,2.34,61.57,50.98,61.604,171.02,3.19,21.18,14,0.000,1.012,14.67,-0.80,-0.001,1.000
521691,14.47,18.04,4.44,8,0.84,2746,0.00,0.00,0.8580,4.61,1.0000,34.72,36.50,19,9,1,2,3,6,1.50,14.65,-7.11,38.85,2.34,61.57,52.94,61.636,171.03,3.64,22.35,14,0.000,1.009,14.67,-0.80,-0.004,1.000
521870,14.59,18.04,5.19,8,0.86,2745,0.00,0.00,0.8130,4.86,1.0000,34.45,36.00,24,10,1,2,3,6,1.50,14.65,-7.11,39.96,2.36,61.96,53.73,62.236,183.56,4.39,22.35,14,0.000,1.012,14.67,-0.83,-0.001,1.000
522050,14.24,20.00,5.90,8,0.88,2740,0.00,0.00,0.8155,4.86,1.0000,32.36,34.50,25,12,1,2,3,6,2.00,14.65,-7.11,41.94,2.40,61.96,62.35,62.173,199.35,5.51,23.14,14,0.122,1.011,14.67,-0.81,-0.003,1.000
522228,14.47,20.78,6.19,8,0.91,2743,0.00,0.00,0.8135,4.86,1.0000,30.86,33.00,25,14,1,2,3,6,2.00,14.65,-7.11,43.06,2.42,61.96,61.96,61.907,218.48,5.38,23.92,14,0.122,1.012,14.66,-0.83,-0.001,1.000
522408,14.70,22.75,7.05,8,0.95,2768,0.00,0.00,0.8220,5.12,1.0000,27.61,30.50,25,17,1,2,3,6,2.50,14.65,-7.11,45.19,2.44,61.57,61.96,61.878,234.31,6.23,25.49,14,0.122,1.011,14.64,-0.81,-0.003,1.000
522587,14.59,23.14,7.61,8,0.98,2756,0.00,0.00,0.8145,5.38,1.0000,26.31,29.00,25,22,1,2,3,6,2.50,14.65,-7.11,45.66,2.46,61.96,62.35,62.145,237.07,6.79,25.88,14,0.000,1.009,14.64,-0.80,-0.004,1.000
522766,14.24,23.53,7.33,8,0.99,2740,0.00,0.00,0.8145,5.38,1.0000,25.34,28.50,25,27,1,2,3,6,3.00,14.65,-7.11,47.36,2.48,62.35,62.35,62.503,249.86,6.53,25.88,14,0.000,1.012,14.67,-0.80,-0.001,1.000
522945,14.47,24.31,7.55,8,1.02,2750,0.00,0.00,0.8205,5.38,1.0000,23.45,26.50,25,29,1,2,3,6,3.00,14.65,-7.11,48.13,2.50,62.35,62.35,62.237,259.33,6.56,27.45,14,0.000,1.009,14.67,-0.83,-0.004,1.000
523123,14.59,25.10,7.10,8,1.04,2756,0.00,0.00,0.8163,5.63,1.0000,22.38,25.50,25,29,1,2,3,6,3.50,14.65,-7.11,47.82,2.50,62.35,61.96,62.178,259.92,6.29,27.84,14,0.000,1.009,14.67,-0.81,-0.004,1.000
523302,14.47,25.88,7.24,8,1.05,2782,0.00,0.00,0.8050,5.63,1.0000,21.92,25.50,25,27,1,2,3,6,3.50,14.65,-7.11,47.98,2.50,61.96,61.96,62.079,260.50,6.42,27.84,14,0.000,1.011,14.64,-0.83,-0.003,1.000
523482,14.24,25.88,7.50,8,1.05,2780,0.00,0.00,0.8225,5.63,1.0000,21.71,25.50,26,26,1,2,3,6,3.50,14.65,-7.11,48.13,2.50,61.96,61.96,62.039,264.74,6.69,27.84,14,0.000,1.009,14.67,-0.83,-0.004,1.000
523661,14.47,27.06,7.56,8,1.06,2747,0.00,0.00,0.8130,5.63,1.0000,21.47,25.50,25,24,1,2,3,6,3.50,14.65,-7.11,46.19,2.50,62.35,62.35,62.432,264.20,6.74,27.84,14,0.122,1.009,14.67,-0.83,-0.004,1.000
523839,14.59,27.06,7.80,8,1.06,2798,0.00,0.00,0.8300,5.63,1.0000,21.47,24.50,26,23,1,2,3,6,3.50,14.65,-7.11,49.68,2.52,62.35,62.75,62.570,265.33,6.91,28.24,14,0.000,1.009,14.66,-0.81,-0.004,1.000
524018,14.47,27.84,7.58,8,1.07,2785,0.00,0.00,0.8150,5.63,1.0000,21.05,25.00,26,23,1,2,3,6,3.50,14.65,-7.11,49.69,2.52,62.75,62.35,62.711,264.82,6.79,28.24,14,0.000,1.009,14.64,-0.80,-0.004,1.000
524198,14.47,27.45,7.72,8,1.07,2763,0.00,0.00,0.8520,5.63,1.0000,20.96,24.50,25,23,1,2,3,6,3.50,14.65,-7.11,49.06,2.52,62.35,62.35,62.511,264.26,6.90,27.84,14,0.000,1.009,14.64,-0.83,-0.004,1.000
524377,14.47,27.45,7.86,8,1.07,2754,0.00,0.00,0.8603,5.63,1.0000,20.68,24.00,25,24,1,2,3,6,3.50,14.65,-7.11,49.22,2.50,62.75,62.35,62.479,263.22,7.06,28.24,14,0.000,1.009,14.65,-0.83,-0.004,1.000
524556,14.47,25.88,7.47,8,1.07,2786,0.00,0.00,0.8205,5.63,1.0000,20.68,24.50,25,25,1,2,3,6,3.50,14.65,-7.11,50.85,2.50,62.75,61.96,62.101,260.57,6.64,27.84,14,0.000,1.011,14.64,-0.80,-0.003,1.000
524734,14.36,24.31,7.23,8,1.07,2767,0.00,0.00,0.8325,5.63,1.0000,21.63,24.50,25,27,1,2,3,6,3.00,14.65,-7.11,46.27,2.46,62.35,62.35,62.275,243.77,6.65,27.84,14,-0.122,1.009,14.66,-0.81,-0.004,1.000
524913,14.36,23.14,6.59,8,1.03,2765,0.00,0.00,0.8130,5.63,1.0000,24.09,26.50,26,28,1,2,3,6,3.00,14.65,-7.11,43.64,2.42,61.96,61.96,62.329,186.83,5.77,25.88,14,-0.366,1.009,14.64,-0.83,-0.004,1.000
525093,14.13,17.25,3.68,8,0.96,2762,0.00,0.00,0.8170,5.12,1.0000,30.41,31.00,26,28,1,2,3,6,1.50,14.65,-7.11,37.19,2.30,61.96,52.55,62.055,137.19,2.87,22.35,14,-0.244,1.009,14.66,-0.81,-0.004,1.000
525271,13.90,15.29,3.04,8,0.85,2771,0.00,0.00,0.8140,4.61,1.0000,35.04,36.00,26,28,1,2,3,6,1.00,14.65,-7.11,35.15,2.28,62.35,48.24,62.254,123.56,2.23,19.61,14,-0.122,1.009,14.66,-0.83,-0.004,1.000
525451,14.47,14.12,2.08,8,0.78,2759,0.00,0.00,0.8160,4.10,1.0000,35.44,36.00,26,27,1,2,3,6,0.50,14.65,-7.11,31.20,2.20,62.35,47.84,62.298,100.94,1.25,18.43,14,-0.244,1.009,14.64,-0.83,-0.004,1.000
525629,14.47,12.55,0.98,8,0.70,2747,0.00,0.00,0.8185,3.84,1.0000,36.35,36.00,25,26,1,2,3,6,0.00,14.65,-7.11,27.97,2.08,62.35,47.06,61.683,83.08,0.17,16.86,14,-0.244,1.009,14.66,-0.83,-0.004,1.000
525808,14.59,12.55,1.10,8,0.60,2711,0.00,0.00,0.8220,3.58,1.0000,37.24,37.50,23,25,1,2,3,6,0.00,14.65,-7.11,27.13,2.10,61.57,46.67,61.619,83.18,0.27,15.69,14,0.122,1.011,14.64,-0.81,-0.003,1.000
525986,14.81,12.55,1.40,8,0.60,2705,0.00,0.00,0.8230,3.58,1.0000,37.21,37.50,21,23,1,2,3,6,0.00,14.65,-7.11,27.98,2.12,61.57,46.67,61.373,105.74,0.57,16.08,14,0.000,1.009,14.64,-0.83,-0.004,1.000
526166,14.93,14.90,2.84,8,0.64,2689,0.00,0.00,0.8125,3.58,1.0000,36.33,37.00,20,22,1,2,3,6,0.00,14.65,-7.11,35.78,2.28,61.57,46.67,61.443,141.75,2.02,18.43,14,0.000,1.009,14.64,-0.83,-0.004,1.000
526345,15.16,15.69,2.66,8,0.76,2678,0.00,0.00,0.8125,4.61,1.0000,35.41,36.00,20,20,1,2,3,6,1.00,14.65,-7.11,35.53,2.28,61.18,47.84,60.817,141.76,1.84,20.00,14,0.000,1.009,14.64,-0.83,-0.004,1.000
526524,13.78,16.08,3.23,8,0.80,2667,0.00,0.00,0.8155,4.61,1.0000,35.06,36.00,22,18,1,2,3,6,1.00,14.65,-7.11,37.45,2.32,60.78,49.02,60.889,155.18,2.20,20.00,14,0.122,1.009,14.64,-0.83,-0.004,1.000
526703,14.01,16.47,3.07,8,0.83,2650,0.00,0.00,0.8060,4.61,1.0000,34.62,36.00,24,18,1,2,3,6,1.50,14.65,-7.11,37.06,2.30,61.18,49.02,60.729,155.18,2.25,21.18,14,0.000,1.009,14.64,-0.83,-0.004,1.000
526883,14.47,16.86,2.81,8,0.84,2638,0.00,0.00,0.8060,4.61,1.0000,34.56,36.00,24,18,1,2,3,6,1.50,14.65,-7.11,37.06,2.30,60.78,49.02,60.283,158.28,1.98,20.78,14,0.122,1.009,14.64,-0.84,-0.004,1.000
527062,14.47,17.25,2.87,8,0.84,2634,0.00,0.00,0.8255,4.61,1.0000,34.34,35.50,24,18,1,2,3,6,1.50,14.65,-7.11,38.85,2.34,60.00,50.20,60.456,164.48,2.04,21.18,14,0.122,1.009,14.64,-0.83,-0.004,1.000
527240,14.59,16.86,2.97,8,0.86,2646,0.00,0.00,0.8235,4.86,1.0000,33.63,35.00,24,20,1,2,3,6,1.50,14.65,-7.11,37.44,2.32,60.00,48.63,59.779,164.46,2.14,21.57,14,-0.122,1.009,14.64,-0.83,-0.004,1.000
527419,14.36,16.86,2.51,8,0.86,2626,0.00,0.00,0.8185,4.86,1.0000,33.73,35.50,24,22,1,2,3,6,1.50,14.65,-7.11,37.32,2.30,60.00,48.63,59.948,164.46,1.91,21.18,14,0.000,1.009,14.64,-0.83,-0.004,1.000
527598,14.47,17.65,2.88,8,0.86,2620,0.00,0.00,0.8105,4.61,1.0000,33.23,35.50,24,23,1,2,3,6,1.50,14.65,-7.11,39.26,2.34,59.61,50.20,59.456,173.73,2.05,21.18,14,0.122,1.009,14.64,-0.83,-0.004,1.000
527777,14.59,18.04,2.39,8,0.89,2586,0.00,0.00,0.8220,4.86,1.0000,32.00,33.50,24,26,1,2,3,6,1.50,14.65,-7.11,38.09,2.32,60.00,49.80,59.321,167.52,1.57,21.96,14,0.000,1.009,14.64,-0.83,-0.004,1.000
527956,14.47,17.65,2.66,8,0.88,2587,0.00,0.00,0.8080,4.86,1.0000,32.68,34.00,24,27,1,2,3,6,1.50,14.65,-7.11,37.83,2.32,59.22,49.41,59.403,173.64,1.82,21.57,14,0.000,1.009,14.63,-0.83,-0.004,1.000
528136,14.36,19.22,2.78,8,0.88,2588,0.00,0.00,0.8235,4.86,1.0000,31.23,33.50,24,27,1,2,3,6,2.00,14.65,-7.11,39.12,2.34,59.61,49.41,58.918,182.80,1.96,22.35,14,0.122,1.009,14.63,-0.83,-0.004,1.000
528315,14.70,19.22,3.29,8,0.91,2593,0.00,0.00,0.8130,4.86,1.0000,30.41,32.50,23,26,1,2,3,6,2.00,14.65,-7.11,40.53,2.36,59.22,49.80,59.035,201.40,2.11,22.35,14,0.000,1.009,14.63,-0.83,-0.004,1.000
528495,14.36,20.00,3.00,8,0.93,2549,0.00,0.00,0.8205,5.12,1.0000,28.42,31.00,24,24,1,2,3,6,2.00,14.65,-7.11,39.13,2.34,58.82,49.80,59.231,185.88,2.17,23.92,14,0.000,1.009,14.64,-0.83,-0.004,1.000
528673,14.36,18.82,2.84,8,0.92,2586,0.00,0.00,0.8235,5.12,1.0000,29.88,31.50,23,23,1,2,3,6,2.00,14.65,-7.11,39.26,2.34,58.82,49.02,58.617,195.06,2.01,22.35,14,0.000,1.009,14.64,-0.83,-0.004,1.000
528852,14.36,20.39,2.94,8,0.93,2576,0.00,0.00,0.8235,4.86,1.0000,28.23,31.00,23,21,1,2,3,6,2.50,14.65,-7.11,39.69,2.36,58.82,50.59,58.574,185.89,2.09,23.53,14,0.122,1.009,14.63,-0.84,-0.004,1.000
529031,14.70,18.43,2.64,8,0.93,2554,0.00,0.00,0.8180,5.12,1.0000,30.12,31.50,24,21,1,2,3,6,2.00,14.65,-7.11,36.43,2.34,58.43,49.02,58.453,191.92,1.81,22.35,14,0.000,1.009,14.63,-0.85,-0.004,1.000
529209,14.24,20.39,3.24,8,0.92,2575,0.00,0.00,0.8180,4.86,1.0000,28.61,31.50,23,20,1,2,3,6,2.50,14.65,-7.11,41.24,2.38,58.43,51.37,59.050,207.41,2.79,23.92,14,0.122,1.009,14.64,-0.83,-0.004,1.000
529388,14.59,20.39,3.46,8,0.95,2576,0.00,0.00,0.8060,5.12,1.0000,27.60,30.00,23,20,1,2,3,6,2.50,14.65,-7.11,39.54,2.36,58.43,50.59,58.589,198.19,2.61,24.31,14,-0.122,1.009,14.62,-0.85,-0.004,1.000
529567,14.47,20.78,3.40,8,0.94,2562,0.00,0.00,0.8255,5.12,1.0000,28.20,30.50,23,20,1,2,3,6,2.50,14.65,-7.11,41.80,2.40,59.22,50.98,58.772,210.37,2.56,23.53,14,0.122,1.008,14.63,-0.84,-0.005,1.000
529747,14.47,21.18,3.54,8,0.96,2595,0.00,0.00,0.8260,5.12,1.0000,26.80,29.50,23,21,1,2,3,6,2.50,14.65,-7.11,41.66,2.38,58.43,52.16,59.097,207.55,2.69,24.71,14,0.000,1.009,14.62,-0.84,-0.004,1.000
529925,14.59,20.78,3.88,8,0.97,2600,0.00,0.00,0.8105,5.38,1.0000,27.18,29.50,23,23,1,2,3,6,2.50,14.65,-7.11,41.38,2.38,58.82,51.37,59.136,207.59,3.05,24.31,14,0.000,1.008,14.64,-0.84,-0.005,1.000
530105,14.36,21.18,4.16,8,0.96,2583,0.00,0.00,0.8060,5.12,1.0000,27.33,30.00,24,24,1,2,3,6,2.50,14.65,-7.11,42.22,2.40,59.22,51.76,59.040,213.81,2.94,24.31,14,0.000,1.008,14.63,-0.83,-0.005,1.000
530283,14.59,21.18,3.54,8,0.97,2594,0.00,0.00,0.8135,5.12,1.0000,26.48,29.00,24,26,1,2,3,6,2.50,14.65,-7.11,40.67,2.36,59.22,51.37,59.508,207.54,2.69,24.71,14,0.000,1.009,14.63,-0.84,-0.004,1.000
530463,14.47,20.39,3.90,8,0.96,2614,0.00,0.00,0.8085,5.12,1.0000,27.95,30.00,24,27,1,2,3,6,2.50,14.65,-7.11,40.53,2.36,58.82,51.37,59.371,198.29,3.04,23.92,14,-0.122,1.008,14.62,-0.84,-0.005,1.000
530641,14.36,20.39,3.75,8,0.95,2620,0.00,0.00,0.8150,5.12,1.0000,28.11,30.50,24,27,1,2,3,6,2.50,14.65,-7.11,40.96,2.38,59.61,51.37,59.227,195.36,2.91,23.53,14,0.000,1.009,14.63,-0.83,-0.004,1.000
530820,14.47,19.22,3.29,8,0.94,2607,0.00,0.00,0.8070,5.12,1.0000,29.01,31.00,24,26,1,2,3,6,2.00,14.65,-7.11,39.55,2.34,59.22,50.59,59.725,186.09,2.45,23.14,14,-0.122,1.008,14.63,-0.85,-0.005,1.000
530999,14.36,19.22,3.52,8,0.92,2619,0.00,0.00,0.8130,5.12,1.0000,29.98,32.00,24,25,1,2,3,6,2.00,14.65,-7.11,39.97,2.36,59.22,50.59,59.659,179.86,2.68,22.75,14,-0.122,1.009,14.63,-0.85,-0.004,1.000
531178,14.36,18.43,3.37,8,0.91,2637,0.00,0.00,0.8205,4.86,1.0000,31.10,33.00,24,24,1,2,3,6,2.00,14.65,-7.11,39.27,2.36,59.61,50.59,60.101,173.72,2.52,22.35,14,0.000,1.008,14.64,-0.85,-0.005,1.000
531357,14.47,17.65,3.37,8,0.90,2672,0.00,0.00,0.8135,4.86,1.0000,32.36,34.00,24,23,1,2,3,6,1.50,14.65,-7.11,37.96,2.32,59.61,50.59,60.044,167.54,2.52,21.96,14,0.000,1.008,14.63,-0.85,-0.005,1.000
531536,14.47,17.65,3.20,8,0.87,2688,0.00,0.00,0.8215,4.86,1.0000,33.33,35.00,24,22,1,2,3,6,1.50,14.65,-7.11,38.09,2.32,60.39,50.98,60.668,161.33,2.35,21.57,14,0.000,1.008,14.62,-0.85,-0.005,1.000
531715,14.59,16.08,2.65,8,0.86,2693,0.00,0.00,0.8235,4.86,1.0000,34.56,36.00,24,21,1,2,3,6,1.00,14.65,-7.11,35.15,2.28,60.39,47.45,60.483,137.15,1.81,20.78,14,-0.122,1.009,14.62,-0.85,-0.004,1.000
531894,14.13,15.29,2.66,8,0.80,2702,0.00,0.00,0.8260,4.61,1.0000,35.25,36.00,25,21,1,2,3,6,1.00,14.65,-7.11,34.38,2.26,60.78,46.67,61.137,137.17,1.80,19.22,14,0.000,1.008,14.62,-0.85,-0.005,1.000
532073,14.47,15.69,3.11,8,0.78,2696,0.00,0.00,0.8275,4.35,1.0000,35.27,36.00,24,22,1,2,3,6,1.00,14.65,-7.11,38.35,2.32,61.18,48.63,61.271,155.09,2.28,19.61,14,0.122,1.009,14.63,-0.83,-0.004,1.000
532251,14.93,16.47,3.16,8,0.83,2702,0.00,0.00,0.8160,4.61,1.0000,34.87,36.00,24,23,1,2,3,6,1.00,14.65,-7.11,36.81,2.30,60.78,49.80,61.160,150.62,2.32,21.18,14,0.000,1.009,14.63,-0.83,-0.004,1.000
532430,14.24,16.08,3.33,8,0.82,2709,0.00,0.00,0.8190,4.61,1.0000,35.06,36.00,25,24,1,2,3,6,1.00,14.65,-7.11,33.35,2.28,61.18,49.41,61.557,146.11,2.48,20.39,14,0.000,1.009,14.62,-0.84,-0.004,1.000
532610,14.01,16.08,3.58,8,0.80,2725,0.00,0.00,0.8300,4.35,1.0000,35.15,36.00,25,26,1,2,3,6,1.00,14.65,-7.11,37.96,2.32,61.57,50.20,61.761,155.08,2.73,20.39,14,0.000,1.008,14.62,-0.83,-0.005,1.000
532788,14.59,16.47,3.62,8,0.82,2750,0.00,0.00,0.8220,4.35,1.0000,35.05,36.00,25,27,1,2,3,6,1.00,14.65,-7.11,37.32,2.32,61.57,50.59,61.569,150.59,2.79,21.18,14,0.000,1.009,14.64,-0.83,-0.004,1.000
532967,14.59,16.08,3.60,8,0.83,2758,0.00,0.00,0.8130,4.61,1.0000,35.02,36.00,25,28,1,2,3,6,1.00,14.65,-7.11,36.04,2.28,61.57,50.20,61.752,146.05,2.77,20.78,14,0.000,1.009,14.64,-0.84,-0.004,1.000
533146,14.13,16.08,3.39,8,0.81,2775,0.00,0.00,0.8315,4.61,1.0000,35.15,36.00,26,28,1,2,3,6,1.00,14.65,-7.11,34.00,2.24,61.96,50.59,62.355,118.89,2.55,20.39,14,0.000,1.009,14.64,-0.84,-0.004,1.000
533325,14.24,12.94,1.45,8,0.75,2760,0.00,0.00,0.8095,4.35,1.0000,35.54,36.00,26,28,1,2,3,6,0.00,14.65,-7.11,27.03,2.10,62.35,47.84,62.334,87.14,0.62,17.25,14,-0.122,1.009,14.64,-0.85,-0.004,1.000
533504,14.13,12.55,1.31,8,0.63,2767,0.00,0.00,0.8080,3.58,1.0000,36.79,37.00,25,27,1,2,3,6,0.00,14.65,-7.11,25.30,2.06,62.35,48.24,62.456,82.37,0.48,16.08,14,-0.122,1.009,14.64,-0.83,-0.004,1.000
533683,14.81,12.55,1.35,8,0.57,2794,0.00,0.00,0.8180,3.33,1.0000,37.37,37.00,22,26,1,2,3,6,0.00,14.65,-7.11,26.21,2.08,62.75,48.63,62.747,78.00,0.50,16.08,14,0.122,1.008,14.63,-0.84,-0.005,1.000
533862,15.16,12.16,1.44,8,0.57,2768,0.00,0.00,0.8085,3.33,1.0000,37.44,37.50,21,23,1,2,3,6,0.00,14.65,-7.11,26.12,2.08,62.75,47.84,62.239,87.07,0.59,16.08,14,0.000,1.008,14.63,-0.85,-0.005,1.000
534041,14.70,12.55,1.47,8,0.57,2773,0.00,0.00,0.8115,3.33,1.0000,37.15,37.50,21,21,1,2,3,6,0.00,14.65,-7.11,26.62,2.10,62.35,48.24,62.457,87.03,0.62,16.47,14,0.000,1.009,14.62,-0.84,-0.004,1.000
534221,14.36,12.55,1.47,8,0.58,2802,0.00,0.00,0.8080,3.58,1.0000,37.01,37.00,21,20,1,2,3,6,0.00,14.65,-7.11,27.98,2.12,62.35,48.24,62.521,91.50,0.62,16.47,14,0.000,1.009,14.62,-0.83,-0.004,1.000
534399,14.24,13.33,2.97,8,0.60,2791,0.00,0.00,0.8135,3.58,1.0000,36.59,36.50,21,18,1,2,3,6,0.00,14.65,-7.11,33.23,2.22,62.35,48.24,62.629,127.80,2.12,16.86,14,0.244,1.009,14.63,-0.83,-0.004,1.000
534578,14.36,15.29,3.95,8,0.70,2804,0.00,0.00,0.8155,3.84,1.0000,35.19,35.50,21,17,1,2,3,6,0.50,14.65,-7.11,38.22,2.32,62.75,50.98,62.770,155.00,3.11,19.61,14,0.122,1.008,14.62,-0.84,-0.005,1.000
534757,14.93,16.47,4.66,8,0.78,2830,0.00,0.00,0.8130,4.61,1.0000,35.18,36.00,22,17,1,2,3,6,1.00,14.65,-7.11,37.57,2.32,62.75,52.16,62.931,158.17,3.82,21.18,14,0.000,1.009,14.63,-0.85,-0.004,1.000
