Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%),Manifold Absolute Pressure (2-byte)** (bar absolute),Manifold Absolute Pressure (4-byte)* (psi absolute),Manifold Relative Pressure (4-byte)* (psi relative),Manifold Relative Sea Level Pressure (2-byte)** (bar relative sea level),Map Ratio (Primary)* (multiplier)
802488,14.47,7.84,-9.64,8,0.34,2042,0.00,0.00,0.8065,2.56,1.0000,32.74,33.00,2,1,1,2,3,7,0.00,14.51,-7.25,11.07,1.60,47.06,30.98,46.586,38.20,-10.64,9.41,13,0.000,0.997,14.47,-1.00,-0.016,0.000
802666,14.13,7.06,-9.55,8,0.33,2044,0.00,0.00,0.8105,2.30,1.0000,31.95,32.00,2,1,1,2,3,7,0.00,14.51,-7.25,10.41,1.56,46.27,31.37,46.962,25.29,-10.56,9.41,13,0.000,0.997,14.47,-1.00,-0.016,0.000
802845,14.13,3.92,-10.24,8,0.31,2045,0.00,0.00,0.8105,2.30,1.0000,29.98,30.50,2,1,1,2,3,7,0.00,14.51,-7.25,9.30,1.52,47.06,30.98,46.454,18.06,-11.24,8.63,13,-0.122,0.997,14.46,-1.01,-0.016,0.000
803025,14.24,3.14,-9.86,8,0.28,2040,0.00,0.00,0.8080,2.30,1.0000,26.97,27.50,2,1,1,2,3,7,0.00,14.51,-7.25,8.62,1.48,46.67,31.37,46.912,16.88,-10.87,7.45,13,0.000,0.996,14.46,-1.01,-0.017,0.000
803203,14.24,3.53,-10.45,8,0.26,2021,0.00,0.00,0.8130,2.05,1.0000,25.24,25.50,2,1,1,2,3,7,0.00,14.51,-7.25,8.44,1.48,47.06,30.98,46.460,16.88,-11.45,7.45,13,0.000,0.997,14.47,-1.00,-0.016,0.000
803382,14.59,3.53,-10.04,8,0.25,2020,0.00,0.00,0.8060,2.05,1.0000,24.42,24.50,2,1,1,2,3,7,0.00,14.51,-7.25,8.62,1.48,46.27,31.37,46.803,18.15,-11.07,7.45,13,0.000,0.997,14.45,-1.00,-0.016,0.000
803561,15.04,3.92,-10.51,8,0.25,2018,0.00,0.00,0.8185,2.05,1.0000,24.68,24.50,2,1,1,2,3,7,0.00,14.51,-7.25,8.96,1.50,46.67,30.98,46.276,19.42,-11.52,7.45,13,0.122,0.997,14.47,-1.00,-0.016,0.000
803740,15.27,3.92,-10.02,8,0.26,2016,0.00,0.00,0.8050,2.05,1.0000,25.38,25.50,2,1,1,2,3,7,0.00,14.51,-7.25,9.11,1.52,46.27,31.37,46.669,21.96,-11.10,7.84,13,-0.122,0.997,14.46,-1.00,-0.016,0.000
803919,15.04,4.31,-10.48,8,0.26,2014,0.00,0.00,0.8060,2.05,1.0000,25.69,25.50,2,1,1,2,3,7,0.00,14.51,-7.25,9.30,1.52,46.67,30.98,46.645,25.78,-11.48,7.84,13,0.000,0.997,14.46,-1.01,-0.016,0.000
804098,14.47,5.49,-9.84,8,0.27,2012,0.00,0.00,0.8170,2.05,1.0000,26.74,26.50,2,1,1,2,3,7,0.00,14.51,-7.25,9.94,1.56,46.27,30.98,46.213,28.32,-10.83,8.63,13,0.000,0.997,14.47,-1.01,-0.016,0.000
804277,14.24,5.49,-10.35,8,0.28,2012,0.00,0.00,0.8065,2.30,1.0000,28.00,28.00,2,1,1,2,3,7,0.00,14.51,-7.25,9.99,1.56,46.67,31.37,46.645,27.05,-11.35,8.63,13,0.000,0.997,14.47,-1.00,-0.016,0.000
804456,14.13,5.49,-9.81,8,0.29,2015,0.00,0.00,0.8105,2.30,1.0000,28.54,28.50,2,1,1,2,3,7,0.00,14.51,-7.25,9.99,1.56,46.27,30.98,46.150,28.30,-10.82,8.63,13,0.000,0.997,14.47,-1.00,-0.016,0.000
804636,13.90,5.49,-9.77,8,0.29,2012,0.00,0.00,0.8140,2.30,1.0000,28.52,28.50,2,1,1,2,3,7,0.00,14.51,-7.25,9.85,1.54,46.67,30.98,46.513,29.59,-10.95,8.63,13,0.000,0.997,14.47,-1.00,-0.016,0.000
804813,13.90,6.27,-10.19,8,0.29,2014,0.00,0.00,0.8080,2.30,1.0000,28.27,28.50,2,1,1,2,3,7,0.00,14.51,-7.25,9.84,1.54,46.67,30.59,46.094,34.50,-11.19,8.63,13,0.122,0.997,14.47,-1.01,-0.016,0.000
804992,14.01,7.06,-9.61,8,0.29,2012,0.00,0.00,0.8105,2.30,1.0000,28.53,28.50,2,1,1,2,3,7,0.00,14.51,-7.25,10.57,1.58,46.27,30.98,46.552,37.03,-10.60,9.02,13,0.000,0.997,14.47,-1.00,-0.016,0.000
805171,14.47,7.45,-9.98,8,0.30,2013,0.00,0.00,0.8080,2.30,1.0000,29.88,29.50,2,1,1,2,3,7,0.00,14.51,-7.25,10.68,1.58,46.67,30.98,46.177,38.45,-10.98,9.41,13,0.000,0.997,14.47,-1.00,-0.016,0.000
805351,14.70,7.84,-9.43,8,0.31,2015,0.00,0.00,0.8060,2.30,1.0000,30.50,30.50,1,1,1,2,3,7,0.00,14.51,-7.25,10.79,1.58,46.27,30.98,46.512,39.53,-10.43,9.41,13,0.000,0.997,14.47,-1.00,-0.016,0.000
805529,14.70,7.84,-9.72,8,0.31,2016,0.00,0.00,0.8130,2.30,1.0000,30.83,30.50,1,1,1,2,3,7,0.00,14.51,-7.25,10.68,1.58,46.67,30.98,46.493,40.78,-10.56,9.41,13,0.000,0.997,14.47,-1.00,-0.016,0.000
805709,14.47,8.24,-9.78,8,0.31,2030,0.00,0.00,0.8080,2.30,1.0000,31.03,31.00,1,1,1,2,3,7,0.00,14.51,-7.25,11.13,1.60,46.27,30.98,46.196,42.08,-10.79,9.41,13,0.000,0.997,14.47,-1.00,-0.016,0.000
805888,14.47,8.63,-9.26,8,0.32,2029,0.00,0.00,0.8105,2.30,1.0000,31.69,31.50,1,1,1,2,3,7,0.00,14.51,-7.25,11.13,1.60,46.27,31.37,46.652,42.09,-10.28,9.41,13,0.000,0.997,14.46,-1.00,-0.016,0.000
