Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
396325,14.59,21.18,-2.09,8,1.02,2080,0.00,0.00,0.8235,5.38,1.0000,21.37,24.50,19,19,0,2,2,2,3.50,14.51,-7.25,36.32,2.28,14.70,48.24,41.18,47.274,199.54,-3.04,25.88,13,0.000
396479,14.47,20.78,-1.99,8,1.03,2094,0.00,0.00,0.8290,5.38,1.0000,21.45,24.50,19,19,0,2,2,2,3.50,14.51,-7.25,35.56,2.28,14.70,47.45,41.57,47.994,199.63,-2.93,25.88,13,-0.244
396634,14.47,20.78,-2.11,8,1.02,2087,0.00,0.00,0.8060,5.38,1.0000,21.80,25.00,19,18,0,2,2,2,3.00,14.51,-7.25,36.07,2.28,14.70,47.84,41.18,47.695,199.70,-3.05,25.49,13,0.000
396788,14.59,20.78,-1.88,8,1.02,2091,0.00,0.00,0.8050,5.38,1.0000,21.89,25.00,19,18,0,2,2,2,3.00,14.51,-7.25,36.07,2.30,14.70,47.45,41.57,48.238,199.81,-2.82,25.49,13,0.000
396942,14.59,20.78,-2.04,8,1.02,2116,0.00,0.00,0.8155,5.38,1.0000,21.78,25.50,19,19,0,2,2,2,3.50,14.51,-7.25,36.20,2.28,14.70,48.24,41.18,47.769,199.92,-2.99,25.49,13,0.000
397095,14.47,20.78,-1.98,8,1.02,2108,0.00,0.00,0.8100,5.38,1.0000,21.65,25.00,19,18,0,2,2,2,3.50,14.51,-7.25,36.07,2.30,14.70,48.24,41.96,48.469,200.02,-2.93,25.10,13,-0.122
397249,14.47,20.78,-1.76,8,1.02,2132,0.00,0.00,0.8070,5.38,1.0000,21.87,25.50,19,18,0,2,2,2,3.00,14.51,-7.25,36.45,2.30,14.70,47.84,41.96,48.543,202.79,-2.71,25.10,13,0.000
397403,14.47,21.18,-1.77,8,1.02,2114,0.00,0.00,0.8205,5.38,1.0000,21.91,25.00,19,18,0,2,2,2,3.00,14.51,-7.25,36.96,2.30,14.70,48.63,41.96,48.238,202.90,-2.71,25.49,13,0.122
397558,14.59,21.18,-1.60,8,1.02,2138,0.00,0.00,0.8187,5.38,1.0000,21.77,25.00,19,18,0,2,2,2,3.50,14.51,-7.25,36.58,2.30,14.70,48.24,42.35,48.919,203.07,-2.55,25.49,13,0.000
397713,14.59,21.18,-1.51,8,1.02,2119,0.00,0.00,0.8235,5.38,1.0000,21.82,25.00,19,18,0,2,2,2,3.50,14.51,-7.25,36.71,2.30,14.70,48.63,42.35,48.695,203.21,-2.59,25.49,13,-0.122
397867,14.47,21.18,-1.62,8,1.02,2152,0.00,0.00,0.8150,5.38,1.0000,22.00,25.50,19,18,0,2,2,2,3.00,14.51,-7.25,36.71,2.30,14.70,49.02,42.35,48.839,200.63,-2.57,25.10,13,0.000
398021,14.47,21.18,-1.43,8,1.01,2136,0.00,0.00,0.8200,5.38,1.0000,22.37,25.50,19,18,0,2,2,2,3.00,14.51,-7.25,37.22,2.30,14.70,48.63,42.75,49.277,203.44,-2.37,25.10,13,0.122
398175,14.47,21.18,-1.30,8,1.02,2158,0.00,0.00,0.8145,5.38,1.0000,22.14,25.50,19,18,0,2,2,2,3.00,14.51,-7.25,37.09,2.30,14.70,49.41,42.75,48.996,203.56,-2.25,25.49,13,0.000
398329,14.59,21.18,-1.43,8,1.01,2147,0.00,0.00,0.8115,5.38,1.0000,22.23,25.00,19,18,0,2,2,2,3.00,14.51,-7.25,36.71,2.30,14.70,49.80,42.75,49.047,203.67,-2.38,25.10,13,0.000
398483,14.47,21.18,-1.41,8,1.01,2172,0.00,0.00,0.8235,5.38,1.0000,22.53,26.00,20,18,0,2,2,2,3.00,14.51,-7.25,36.71,2.30,14.70,49.41,43.14,49.783,203.79,-2.19,25.10,13,0.000
398637,14.47,21.18,-1.17,8,1.01,2161,0.00,0.00,0.8210,5.38,1.0000,22.70,25.50,20,19,0,2,2,2,3.00,14.51,-7.25,37.09,2.30,14.70,49.41,43.14,49.834,203.90,-2.11,25.10,13,0.000
398791,14.59,21.18,-1.28,8,1.01,2177,0.00,0.00,0.8235,5.38,1.0000,22.95,26.00,20,19,0,2,2,2,3.00,14.51,-7.25,36.32,2.30,14.70,50.20,43.14,49.886,203.98,-2.22,25.10,13,0.000
398945,14.47,21.18,-1.24,8,1.00,2166,0.00,0.00,0.8037,5.38,1.0000,22.86,25.50,20,20,0,2,2,2,3.00,14.51,-7.25,37.35,2.32,14.70,49.80,43.14,49.681,204.10,-2.19,25.10,13,0.000
399099,14.47,20.78,-1.22,8,1.01,2170,0.00,0.00,0.8205,5.38,1.0000,22.78,26.00,20,20,0,2,2,2,3.00,14.51,-7.25,37.22,2.30,14.70,49.80,43.14,50.295,204.19,-2.17,25.10,13,-0.122
399252,14.47,20.78,-1.29,8,1.01,2193,0.00,0.00,0.8120,5.38,1.0000,22.76,26.00,20,20,0,2,2,2,3.00,14.51,-7.25,36.45,2.30,14.70,49.80,43.53,50.286,201.54,-2.07,25.10,13,0.000
399406,14.47,20.78,-1.04,8,1.00,2179,0.00,0.00,0.8080,5.38,1.0000,23.45,26.00,20,21,0,2,2,2,3.00,14.51,-7.25,36.71,2.30,14.70,49.80,43.14,49.978,198.89,-1.99,24.71,13,0.000
399560,14.47,20.78,-1.15,8,0.99,2205,0.00,0.00,0.8080,5.38,1.0000,23.54,26.50,20,21,0,2,2,2,3.00,14.51,-7.25,36.96,2.30,14.70,50.59,43.53,50.204,201.76,-2.09,24.71,13,0.000
399715,14.47,20.78,-1.20,8,1.00,2208,0.00,0.00,0.8180,5.38,1.0000,23.30,26.00,20,21,0,2,2,2,3.00,14.51,-7.25,36.58,2.30,14.70,50.59,43.53,50.304,199.12,-2.14,24.71,13,0.000
399869,14.24,20.78,-1.32,8,0.99,2204,0.00,0.00,0.8060,5.38,1.0000,23.93,26.50,20,21,0,2,2,2,3.00,14.51,-7.25,36.58,2.30,14.70,50.20,42.75,51.043,199.22,-2.26,24.31,13,0.000
400023,14.13,20.39,-1.06,8,0.98,2229,0.00,0.00,0.8290,5.38,1.0000,24.26,27.00,21,21,0,2,2,2,3.00,14.51,-7.25,36.32,2.30,14.70,50.20,43.53,50.902,199.33,-2.01,24.31,13,0.000
400177,14.13,20.78,-0.87,8,0.98,2238,0.00,0.00,0.8180,5.38,1.0000,24.47,27.00,21,21,0,2,2,2,2.50,14.51,-7.25,37.09,2.30,14.70,50.59,43.92,51.181,199.43,-1.82,24.31,13,0.000
400330,14.47,20.78,-0.98,8,0.98,2211,0.00,0.00,0.8010,5.12,1.0000,24.28,27.00,20,21,0,2,2,2,3.00,14.51,-7.25,36.71,2.30,14.70,51.37,43.53,51.191,196.76,-1.92,24.31,13,0.000
400484,14.93,20.39,-0.86,8,0.98,2225,0.00,0.00,0.8280,5.12,1.0000,24.44,27.50,21,21,0,2,2,2,2.50,14.51,-7.25,36.58,2.30,14.70,50.98,43.53,50.828,194.03,-1.80,23.92,13,0.000
400638,14.93,20.00,-0.84,8,0.98,2243,0.00,0.00,0.8227,5.12,1.0000,24.44,27.50,20,21,0,2,2,2,3.00,14.51,-7.25,36.84,2.30,14.70,51.37,43.92,51.072,199.74,-1.79,23.92,13,0.000
400792,14.81,20.39,-0.83,8,0.98,2224,0.00,0.00,0.8255,5.38,1.0000,24.42,27.00,21,21,0,2,2,2,3.00,14.51,-7.25,36.83,2.30,14.70,51.37,43.53,51.118,194.16,-1.78,23.92,13,0.000
400946,14.24,20.00,-1.18,8,0.98,2234,0.00,0.00,0.8100,5.38,1.0000,24.59,27.00,21,21,0,2,2,2,2.50,14.51,-7.25,36.20,2.28,14.70,51.76,43.53,51.344,191.44,-2.13,23.92,13,-0.244
401100,14.01,20.00,-1.03,8,0.97,2256,0.00,0.00,0.8050,5.38,1.0000,25.37,28.50,21,20,0,2,2,2,2.50,14.51,-7.25,36.71,2.30,14.70,51.37,43.53,51.280,194.31,-1.98,23.14,13,0.000
401254,14.01,20.00,-1.10,8,0.96,2265,0.00,0.00,0.8120,4.86,1.0000,25.42,28.00,21,20,0,2,2,2,2.50,14.51,-7.25,36.07,2.28,14.70,52.16,43.53,51.306,188.76,-2.05,23.53,13,0.000
401408,14.70,19.61,-1.09,8,0.96,2267,0.00,0.00,0.8155,4.86,1.0000,25.81,28.00,21,20,0,2,2,2,2.50,14.51,-7.25,36.07,2.30,14.70,51.37,43.14,51.429,188.97,-2.04,23.14,13,-0.122
401562,14.93,19.22,-1.20,8,0.95,2248,0.00,0.00,0.8125,4.86,1.0000,26.27,28.50,21,21,0,2,2,2,2.50,14.51,-7.25,33.38,2.28,14.70,51.37,42.75,51.545,183.38,-2.14,22.75,13,0.000
401716,14.93,19.22,-1.26,8,0.95,2253,0.00,0.00,0.8230,5.12,1.0000,26.47,28.50,21,21,0,2,2,2,2.50,14.51,-7.25,35.56,2.28,14.70,51.76,43.14,52.157,183.22,-2.21,22.75,13,0.000
401870,14.47,19.22,-0.86,8,0.94,2268,0.00,0.00,0.8075,5.12,1.0000,26.95,29.00,21,20,0,2,2,2,2.00,14.51,-7.25,35.56,2.28,14.70,51.76,42.75,51.822,188.86,-2.18,22.35,13,0.000
402024,14.24,20.00,-0.84,8,0.94,2276,0.00,0.00,0.8085,5.12,1.0000,26.36,29.00,21,20,0,2,2,2,2.50,14.51,-7.25,36.32,2.30,14.70,52.16,44.31,52.396,192.04,-1.79,23.53,13,0.000
402178,14.24,20.00,-0.82,8,0.95,2271,0.00,0.00,0.8080,5.12,1.0000,25.97,28.50,21,20,0,2,2,2,2.50,14.51,-7.25,36.84,2.30,14.70,52.16,43.92,52.113,191.97,-1.77,23.53,13,0.000
402331,14.59,20.00,-1.02,8,0.96,2260,0.00,0.00,0.8080,4.86,1.0000,25.73,28.00,21,20,0,2,2,2,2.50,14.51,-7.25,36.20,2.30,14.70,52.16,43.92,52.129,186.34,-1.97,23.53,13,0.000
402485,14.93,19.22,-0.92,8,0.95,2263,0.00,0.00,0.8075,4.86,1.0000,26.56,29.00,21,20,0,2,2,2,2.50,14.51,-7.25,35.81,2.28,14.70,52.16,43.53,52.670,186.18,-1.88,22.75,13,0.000
402639,14.93,19.61,-0.78,8,0.94,2267,0.00,0.00,0.8060,4.86,1.0000,26.71,29.00,21,20,0,2,2,2,2.50,14.51,-7.25,36.32,2.30,14.70,52.16,43.53,52.192,186.23,-1.83,23.14,13,0.122
402793,14.93,19.22,-1.16,8,0.94,2288,0.00,0.00,0.8000,5.12,1.0000,27.06,29.00,21,20,0,2,2,2,2.00,14.51,-7.25,35.18,2.28,14.70,52.55,43.92,52.954,186.31,-2.10,22.35,13,0.000
402947,14.24,19.22,-1.06,8,0.93,2294,0.00,0.00,0.8075,5.12,1.0000,27.22,29.50,21,20,0,2,2,2,2.00,14.51,-7.25,38.37,2.28,14.70,52.16,43.14,52.223,186.60,-2.01,22.75,13,0.000
403102,14.24,19.22,-0.81,8,0.94,2298,0.00,0.00,0.8130,5.12,1.0000,26.93,29.00,21,20,0,2,2,2,2.00,14.51,-7.25,36.32,2.30,14.70,52.16,43.53,52.376,183.78,-1.76,22.75,13,0.000
403256,14.24,19.22,-1.04,8,0.94,2280,0.00,0.00,0.8025,4.86,1.0000,26.90,29.00,21,20,0,2,2,2,2.00,14.51,-7.25,35.81,2.28,14.70,52.94,43.14,52.510,186.39,-1.99,22.75,13,0.000
403409,14.81,19.22,-0.54,8,0.94,2286,0.00,0.00,0.8115,4.86,1.0000,26.79,29.00,21,20,0,2,2,2,2.50,14.51,-7.25,36.71,2.30,14.70,52.16,43.53,52.480,189.67,-1.81,22.75,13,0.000
403564,15.04,19.22,-0.57,8,0.95,2286,0.00,0.00,0.8090,4.86,1.0000,26.71,29.00,21,20,0,2,2,2,2.50,14.51,-7.25,36.45,2.30,14.70,52.94,43.92,52.659,186.48,-1.52,23.14,13,0.000
403717,15.04,19.22,-0.63,8,0.95,2292,0.00,0.00,0.8060,5.12,1.0000,26.95,29.00,21,21,0,2,2,2,2.00,14.51,-7.25,36.45,2.30,14.70,52.94,43.92,53.014,183.69,-1.58,22.75,13,0.000
403871,14.47,17.65,-1.03,8,0.94,2307,0.00,0.00,0.8130,5.12,1.0000,27.85,29.50,21,21,0,2,2,2,2.00,14.51,-7.25,33.13,2.24,14.70,53.33,41.96,52.728,160.77,-1.98,21.96,13,-0.244
404025,14.13,16.47,-1.38,8,0.89,2313,0.00,0.00,0.8170,4.86,1.0000,30.88,32.00,21,21,0,2,2,2,1.50,14.51,-7.25,28.10,2.08,14.70,53.33,37.25,52.889,64.75,-2.33,20.39,13,-0.244
404179,13.90,5.88,-2.78,8,0.73,2309,0.00,0.00,0.8045,4.35,1.0000,37.62,38.00,21,21,0,2,2,2,0.00,14.51,-7.25,12.99,1.68,14.70,53.33,36.47,53.234,31.07,-3.26,11.76,13,-0.366
404333,12.86,0.00,-3.30,8,0.47,2299,0.00,0.00,0.8000,3.07,1.0000,37.91,38.50,21,21,0,2,2,2,0.00,14.51,-7.25,9.35,1.54,14.70,52.94,36.47,53.231,0.00,-4.24,10.20,13,-0.122
404487,13.32,0.00,-3.08,8,0.32,2291,0.00,0.00,0.8050,2.30,1.0000,27.60,29.00,3,3,0,2,2,2,0.00,14.51,-7.25,6.48,1.38,14.70,52.55,0.00,52.868,0.00,-4.03,5.88,13,0.000
404641,13.55,15.29,0.84,8,0.22,2284,0.00,0.00,0.8300,1.79,1.0000,25.92,24.50,2,1,0,2,2,2,0.00,14.51,-7.25,57.72,2.70,14.70,52.55,36.47,53.348,283.95,-0.11,5.88,25,3.052
404795,13.67,52.16,0.12,8,0.85,2368,0.00,0.00,0.8290,4.10,1.0000,27.02,30.00,5,3,0,2,2,2,2.00,14.51,-7.25,27.91,1.98,14.70,53.33,45.10,52.223,0.00,-0.82,38.04,15,-0.488
404949,16.19,0.00,-1.33,10,0.65,2723,0.00,0.00,0.8027,4.61,1.0000,33.33,13.50,4,5,0,2,2,2,0.00,14.51,-7.25,6.32,1.38,14.70,50.98,0.00,59.255,0.00,-2.28,6.67,15,-0.244
405103,14.70,0.00,-0.83,10,0.30,2550,0.00,0.00,0.8017,0.00,1.0000,26.09,7.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.16,1.40,14.70,61.18,0.00,59.947,0.00,-1.77,5.49,15,0.122
405257,15.73,0.00,-0.01,10,0.20,2389,0.00,0.00,0.8037,0.00,1.0000,24.03,4.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.12,1.42,14.70,59.22,0.00,56.304,0.00,-0.95,6.67,15,0.000
405411,20.10,0.00,-3.44,10,0.19,2269,0.00,0.00,0.8017,0.00,1.0000,24.08,4.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.48,1.38,14.70,55.29,0.00,53.201,0.00,-4.39,5.88,15,0.000
405565,20.33,0.00,-4.93,10,0.18,2240,0.00,0.00,0.8077,0.00,1.0000,23.95,4.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.28,1.36,14.70,52.55,0.00,51.387,0.00,-5.88,5.88,15,0.000
405719,20.33,0.00,-3.82,10,0.17,2254,0.00,0.00,0.8037,0.00,1.0000,23.69,3.50,2,1,0,2,2,2,0.00,14.51,-7.25,6.32,1.36,14.70,51.37,0.00,51.365,0.00,-4.76,5.88,15,0.000
405874,20.33,0.00,-1.46,10,0.17,2354,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.44,1.38,14.70,52.16,0.00,52.776,0.00,-2.41,5.88,15,0.000
406027,20.33,0.00,-0.21,10,0.16,2510,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.99,1.40,14.70,54.51,0.00,56.485,0.00,-0.98,5.88,15,0.000
406181,20.33,0.00,-0.98,10,0.16,2646,0.00,0.00,0.8097,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.38,1.42,14.70,57.25,0.00,58.541,0.00,-1.93,6.67,15,0.000
406335,20.33,0.00,-1.53,10,0.16,2812,0.00,0.00,0.8010,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.68,1.44,14.70,60.00,0.00,61.849,0.00,-2.48,6.67,15,0.000
406489,20.33,0.00,-1.72,10,0.16,2796,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,8.16,1.46,14.70,61.96,0.00,62.888,0.00,-2.67,7.06,15,0.000
406643,20.33,0.00,-1.76,10,0.17,2793,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.90,1.46,14.70,62.35,0.00,62.482,0.00,-2.70,7.06,15,0.000
406797,20.33,0.39,-1.54,10,0.17,2779,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,8.03,1.46,14.70,62.75,0.00,62.081,1.50,-2.49,7.06,15,0.000
406951,20.33,0.78,-1.28,10,0.18,2774,0.00,0.00,0.8545,1.79,1.0000,24.95,25.00,3,1,0,2,2,2,0.00,14.51,-7.25,8.58,1.50,14.70,61.96,47.45,61.962,10.49,-2.23,7.06,15,0.000
407105,20.33,3.53,-1.02,10,0.19,2756,0.00,0.00,0.8160,1.79,1.0000,26.90,26.50,7,6,0,2,2,2,0.00,14.51,-7.25,10.12,1.56,14.70,61.96,47.45,62.042,16.70,-1.97,8.63,15,0.000
407260,20.33,4.71,-0.72,10,0.21,2730,0.00,0.00,0.8135,2.05,1.0000,28.52,28.50,13,14,0,2,2,2,0.00,14.51,-7.25,11.00,1.60,14.70,61.96,47.45,61.943,25.07,-1.66,9.02,15,0.000
407413,20.33,6.67,-0.51,10,0.23,2722,0.00,0.00,0.8157,2.05,1.0000,31.26,31.00,13,14,0,2,2,2,0.00,14.51,-7.25,10.46,1.68,14.70,61.57,47.06,61.774,31.34,-1.46,10.20,15,0.244
407567,19.06,8.24,-0.20,10,0.27,2720,0.00,0.00,0.8050,2.30,1.0000,33.58,33.50,11,12,0,2,2,2,0.00,14.51,-7.25,14.25,1.74,14.70,61.57,46.27,61.123,38.64,-1.26,11.37,15,0.122
407721,15.16,9.41,-0.10,8,0.31,2708,0.00,0.00,0.8385,2.56,1.0000,35.54,35.50,8,10,0,2,2,2,0.00,14.51,-7.25,15.69,1.78,14.70,61.18,45.88,61.021,40.83,-1.05,12.16,15,0.000
407875,13.21,10.20,-0.03,8,0.34,2702,0.00,0.00,0.8080,2.30,1.0000,37.25,37.00,4,8,0,2,2,2,0.00,14.51,-7.25,17.49,1.84,14.70,61.18,46.27,61.304,47.67,-0.98,12.16,15,0.122
408028,14.01,10.20,0.11,8,0.37,2703,0.00,0.00,0.8017,2.56,1.0000,39.43,39.50,3,1,0,2,2,2,0.00,14.51,-7.25,16.48,1.82,14.70,61.18,46.27,61.337,52.15,-0.83,12.94,15,-0.122
408182,14.81,10.59,0.25,8,0.38,2695,0.00,0.00,0.8060,2.56,1.0000,39.85,39.50,3,1,0,2,2,2,0.00,14.51,-7.25,19.49,1.90,14.70,60.78,45.49,60.810,56.74,-0.71,12.94,15,0.000
408336,14.81,10.98,0.89,8,0.42,2666,0.00,0.00,0.8060,2.56,1.0000,40.30,40.50,3,1,0,2,2,2,0.00,14.51,-7.25,20.93,1.92,14.70,60.78,46.27,61.183,83.76,-0.44,14.12,15,0.000
408490,15.16,14.12,1.87,8,0.46,2677,0.00,0.00,0.8518,2.82,1.0000,38.74,39.00,3,1,0,2,2,2,0.50,14.51,-7.25,29.23,2.14,14.70,61.18,45.88,61.104,110.69,0.93,16.86,15,0.488
408644,15.16,14.12,1.99,8,0.60,2666,0.00,0.00,0.8105,3.58,1.0000,37.32,38.50,3,1,0,2,2,2,1.50,14.51,-7.25,28.55,2.18,14.70,60.78,45.49,60.779,142.23,1.05,18.04,15,0.000
408799,14.70,17.65,4.37,8,0.68,2695,0.00,0.00,0.8330,4.10,1.0000,35.96,38.50,3,1,0,2,2,2,2.50,14.51,-7.25,36.84,2.30,14.70,60.78,52.16,61.239,174.31,3.42,21.18,15,0.244
408953,14.47,18.43,4.54,8,0.78,2694,0.00,0.00,0.8200,4.61,1.0000,35.23,38.00,3,2,0,2,2,2,2.50,14.51,-7.25,37.35,2.30,14.70,61.57,52.55,61.380,177.37,3.59,22.35,15,0.000
409107,14.01,18.43,4.55,8,0.82,2710,0.00,0.00,0.8290,4.61,1.0000,34.96,37.00,5,5,0,2,2,2,2.00,14.51,-7.25,37.60,2.32,14.70,61.57,52.16,61.062,180.56,3.60,22.75,15,0.000
409261,14.36,18.82,4.97,8,0.83,2717,0.00,0.00,0.8480,4.61,1.0000,34.85,37.00,10,10,0,2,2,2,2.00,14.51,-7.25,39.71,2.36,14.70,61.18,52.55,61.409,199.42,4.02,22.75,15,0.122
409415,14.59,21.18,6.65,8,0.87,2730,0.00,0.00,0.8155,4.86,1.0000,33.25,36.00,14,13,0,2,2,2,2.00,14.51,-7.25,42.39,2.40,14.70,61.18,61.96,62.048,212.08,5.72,24.31,15,0.366
409570,14.70,21.18,7.08,8,0.91,2750,0.00,0.00,0.8130,5.12,1.0000,31.12,33.50,18,18,0,2,2,2,2.00,14.51,-7.25,43.09,2.42,14.70,61.96,62.35,62.138,231.17,6.13,24.71,15,0.000
409724,14.36,24.71,7.67,8,0.94,2766,0.00,0.00,0.8280,5.38,1.0000,27.77,31.00,22,21,0,2,2,2,2.50,14.51,-7.25,47.70,2.48,14.70,62.35,62.35,62.345,262.50,6.72,26.27,398,0.610
409878,14.24,26.67,7.73,8,1.01,2779,0.00,0.00,0.8140,5.63,1.0000,24.09,27.50,25,25,0,2,2,2,3.00,14.51,-7.25,47.39,2.48,14.70,62.35,62.35,62.271,265.96,6.79,28.24,398,0.000
410032,14.47,29.02,7.87,8,1.03,2820,0.00,0.00,0.8585,5.63,1.0000,23.73,26.50,26,26,0,2,2,2,3.00,14.51,-7.25,48.32,2.50,14.70,62.35,62.75,62.558,269.01,6.92,28.63,398,0.000
410186,14.47,29.80,8.23,8,1.03,2828,0.00,0.00,0.8180,5.63,1.0000,23.09,26.50,25,26,0,2,2,2,3.00,14.51,-7.25,48.01,2.48,14.70,62.35,62.75,62.650,271.81,7.05,28.63,398,0.000
410340,14.47,30.98,8.47,8,1.04,2826,0.00,0.00,0.8010,5.63,1.0000,22.74,25.50,26,26,0,2,2,2,3.00,14.51,-7.25,48.78,2.52,14.70,62.75,62.75,62.821,274.95,7.52,29.02,398,0.122
410495,14.47,32.55,8.70,8,1.05,2834,0.00,0.00,0.8107,5.63,1.0000,22.38,26.00,25,26,0,2,2,2,3.00,14.51,-7.25,49.56,2.52,14.70,62.75,62.75,62.806,276.52,7.75,29.41,398,0.000
410648,14.36,33.33,9.28,8,1.05,2873,0.00,0.00,0.8260,5.63,1.0000,22.08,25.50,25,26,0,2,2,2,3.00,14.51,-7.25,49.87,2.52,14.70,62.75,62.75,62.795,277.57,8.33,29.80,398,0.000
410802,14.47,33.33,9.54,8,1.05,2866,0.00,0.00,0.8455,5.63,1.0000,21.99,25.00,26,26,0,2,2,2,3.00,14.51,-7.25,50.64,2.54,14.70,62.75,62.75,62.786,277.57,8.59,30.20,398,0.000
410956,14.47,33.33,9.71,8,1.05,2906,0.00,0.00,0.8115,5.63,1.0000,21.93,25.50,25,26,0,2,2,2,3.00,14.51,-7.25,50.80,2.54,14.70,62.75,62.75,62.775,276.00,9.07,30.20,398,0.000
411109,14.47,32.94,9.89,8,1.05,2933,0.00,0.00,0.8120,5.63,1.0000,22.14,25.00,25,26,0,2,2,2,3.00,14.51,-7.25,50.96,2.54,14.70,62.75,62.75,62.760,276.00,8.94,30.20,398,0.000
411263,14.36,32.55,10.12,8,1.05,2954,0.00,0.00,0.8220,5.63,1.0000,22.49,25.50,26,26,0,2,2,2,3.00,14.51,-7.25,50.96,2.54,14.70,62.75,62.75,62.748,275.47,9.17,29.80,398,0.000
411417,14.47,32.55,10.92,8,1.04,2956,0.00,0.00,0.8140,5.63,1.0000,22.54,25.00,26,26,0,2,2,2,3.00,14.51,-7.25,51.92,2.56,14.70,62.75,62.75,62.740,274.95,9.96,29.80,398,0.122
411571,14.47,31.76,10.59,8,1.04,3006,0.00,0.00,0.8598,5.63,1.0000,22.64,25.50,26,26,0,2,2,2,2.50,14.51,-7.25,52.08,2.56,14.70,62.75,62.75,62.733,273.38,9.64,29.80,398,0.000
411726,14.47,30.59,11.35,8,1.04,2991,0.00,0.00,0.8120,5.63,1.0000,22.95,25.50,25,25,0,2,2,2,2.50,14.51,-7.25,48.87,2.54,14.70,62.75,62.75,62.725,271.28,10.17,29.41,398,-0.122
411879,14.36,30.20,11.18,8,1.03,3008,0.00,0.00,0.8045,5.63,1.0000,23.32,25.50,25,25,0,2,2,2,2.50,14.51,-7.25,48.88,2.54,14.70,62.75,62.75,62.722,270.23,10.23,29.41,398,0.000
412033,14.47,29.80,11.82,8,1.02,3048,0.00,0.00,0.8013,5.63,1.0000,23.54,26.50,25,25,0,2,2,2,2.50,14.51,-7.25,51.92,2.54,14.70,62.75,62.75,62.720,270.23,10.87,29.02,398,0.000
412187,14.59,29.80,11.81,8,1.02,3070,0.00,0.00,0.8240,5.63,1.0000,23.34,26.00,25,25,0,2,2,2,2.50,14.51,-7.25,52.08,2.56,14.70,62.75,62.75,62.719,268.62,10.86,29.41,398,0.000
412341,14.47,28.63,12.61,8,1.02,3085,0.00,0.00,0.8080,5.63,1.0000,23.46,26.00,25,25,0,2,2,2,2.00,14.51,-7.25,52.24,2.56,14.70,62.75,62.75,62.718,267.01,11.66,29.02,398,0.000
412495,14.36,28.24,12.92,8,1.02,3116,0.00,0.00,0.8050,5.63,1.0000,23.56,26.00,25,25,0,2,2,2,2.00,14.51,-7.25,52.40,2.56,14.70,62.75,62.75,62.717,265.40,11.36,29.02,398,0.000
412649,14.24,26.67,12.67,8,1.02,3128,0.00,0.00,0.8210,5.89,1.0000,23.75,26.00,25,25,0,2,2,2,2.00,14.51,-7.25,52.08,2.56,14.70,62.75,62.75,62.716,261.65,11.72,29.02,398,0.000
412803,14.24,24.31,12.87,8,1.01,3153,0.00,0.00,0.8230,5.63,1.0000,24.23,26.00,25,25,0,2,2,2,1.50,14.51,-7.25,50.18,2.52,14.70,62.75,62.75,62.716,230.48,11.94,28.63,398,-0.244
412958,14.36,20.00,8.87,8,0.97,3164,0.00,0.00,0.8000,5.63,1.0000,28.17,28.00,25,25,0,2,2,2,0.00,14.51,-7.25,42.72,2.36,14.70,62.75,62.75,62.727,74.04,7.92,25.88,398,-0.610
