Time (msec),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (psi),CL/OL Fueling* (status),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (1-byte)** (degrees),Fine Learning Knock Correction (degrees),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Learned Ignition Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Open Loop Map Enrichment (2-byte)** (estimated AFR),Primary WGDC Maximum (1-byte)** (%),Primary Wastegate Duty Cycle (%),Primary Wastegate Duty Maximum* (4-byte)* (%),Requested Torque* (raw ecu value),Target Boost Relative (4-byte)* (psi relative),Throttle Opening Angle (%),Tip-in Enrichment (Last Calculated)* (raw ecu value),Tip-in Throttle* (%)
413112,13.90,6.67,5.37,8,0.77,3165,0.00,0.00,0.8150,4.61,1.0000,35.82,35.00,25,25,0,2,2,2,0.00,14.51,-7.25,23.01,1.96,14.70,62.75,62.75,62.736,39.50,4.42,14.90,398,-0.244
413266,12.52,1.96,4.89,8,0.48,3170,0.00,0.00,0.8105,2.82,1.0000,41.18,40.50,24,24,0,2,2,2,0.00,14.51,-7.25,17.30,1.82,14.70,62.75,56.47,62.747,26.92,3.94,13.33,398,-0.122
413420,13.67,0.00,4.54,8,0.36,3137,0.00,0.00,0.8197,2.30,1.0000,37.46,39.00,20,22,0,2,2,2,0.00,14.51,-7.25,13.19,1.68,14.70,62.75,0.00,62.751,14.36,3.59,11.76,398,-0.122
413574,15.85,0.00,3.17,8,0.27,3100,0.00,0.00,0.8320,0.00,1.0000,30.98,32.00,4,21,0,2,2,2,0.00,14.51,-7.25,10.77,1.58,14.70,62.75,0.00,62.765,1.79,2.21,9.80,398,-0.244
413729,18.60,0.00,3.71,8,0.22,3158,0.00,0.00,0.8057,0.00,1.0000,27.12,27.50,3,17,0,2,2,2,0.00,14.51,-7.25,8.20,1.48,14.70,62.75,0.00,62.776,0.00,2.76,7.45,398,-0.244
413883,19.18,0.00,2.76,10,0.18,3100,0.00,0.00,0.8040,0.00,1.0000,23.95,24.00,3,14,0,2,2,2,0.00,14.51,-7.25,8.30,1.48,14.70,62.75,0.00,62.811,0.00,1.81,7.45,398,0.000
414036,19.64,0.00,3.03,10,0.16,3116,0.00,0.00,0.8000,0.00,1.0000,23.95,24.00,3,9,0,2,2,2,0.00,14.51,-7.25,8.43,1.48,14.70,62.75,0.00,62.833,0.00,2.09,7.45,398,0.000
414191,20.33,0.00,3.16,10,0.16,3108,0.00,0.00,0.8047,0.00,1.0000,23.95,24.00,3,3,0,2,2,2,0.00,14.51,-7.25,8.25,1.48,14.70,62.75,0.00,62.850,0.00,2.21,7.45,398,-0.122
414344,20.33,0.00,2.74,10,0.16,3079,0.00,0.00,0.8515,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.67,1.48,14.70,62.75,0.00,62.875,0.00,1.73,7.45,398,0.000
414498,20.33,0.00,2.43,10,0.16,3077,0.00,0.00,0.8020,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.43,1.48,14.70,62.75,0.00,62.893,0.00,1.48,7.45,398,0.000
414652,20.33,0.00,2.58,10,0.16,3065,0.00,0.00,0.8010,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.16,1.46,14.70,62.75,0.00,62.928,0.00,1.63,7.45,398,0.000
414806,20.33,0.00,2.34,10,0.16,3079,0.00,0.00,0.8000,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.38,1.50,14.70,62.75,0.00,62.944,0.00,1.39,7.45,398,0.000
414960,20.33,0.00,1.76,10,0.16,3054,0.00,0.00,0.8080,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.33,1.48,14.70,63.14,0.00,62.956,0.00,0.81,7.45,398,0.000
415114,20.33,0.00,1.61,10,0.16,3053,0.00,0.00,0.8370,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.43,1.48,14.70,63.14,0.00,62.977,0.00,1.07,7.45,398,-0.122
415268,20.33,0.00,1.65,10,0.16,3001,0.00,0.00,0.8035,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.29,1.48,14.70,63.14,0.00,62.992,0.00,0.71,7.45,398,0.000
415422,20.33,0.00,1.52,10,0.16,2995,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.03,1.46,14.70,63.14,0.00,63.012,0.00,0.57,7.45,398,0.000
415576,20.33,0.00,1.28,10,0.16,3002,0.00,0.00,0.7998,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.03,1.46,14.70,63.14,0.00,63.030,0.00,0.33,7.45,398,0.000
415729,20.33,0.00,1.06,10,0.16,2966,0.00,0.00,0.8010,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.16,1.48,14.70,63.14,0.00,63.044,0.00,0.11,7.45,398,0.000
415884,20.33,0.00,0.42,10,0.16,2948,0.00,0.00,0.8285,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,8.03,1.46,14.70,63.14,0.00,63.054,0.00,-0.41,7.45,398,0.000
416038,20.33,0.00,0.60,10,0.16,2960,0.00,0.00,0.8000,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.20,1.48,14.70,63.14,0.00,63.062,0.00,-0.34,7.45,398,0.000
416192,20.33,0.00,0.09,10,0.17,2916,0.00,0.00,0.7988,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.16,1.48,14.70,63.14,0.00,63.092,0.00,-0.86,7.45,398,0.000
416346,20.33,0.00,-0.19,10,0.17,2931,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.20,1.48,14.70,63.14,0.00,63.102,0.00,-1.14,7.45,398,0.000
416500,20.33,0.00,0.06,10,0.17,2894,0.00,0.00,0.7998,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,8.07,1.46,14.70,63.14,0.00,63.109,0.00,-0.88,7.06,398,-0.122
416654,20.33,0.00,-0.35,10,0.17,2898,0.00,0.00,0.8438,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,8.29,1.48,14.70,63.14,0.00,63.114,0.00,-1.16,7.06,398,0.000
416808,20.33,0.00,-0.84,10,0.17,2865,0.00,0.00,0.8020,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,8.20,1.46,14.70,63.14,0.00,63.119,0.00,-1.78,7.06,398,0.000
416961,20.33,0.00,-0.94,10,0.17,2849,0.00,0.00,0.7978,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,7.99,1.46,14.70,63.14,0.00,63.135,0.00,-1.89,7.06,398,0.000
417115,20.33,0.00,-1.32,10,0.17,2855,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,8.16,1.48,14.70,63.14,0.00,63.145,0.00,-2.26,7.06,398,0.000
417269,20.33,0.00,-1.36,10,0.17,2847,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,7.90,1.46,14.70,63.14,0.00,63.153,0.00,-2.31,7.06,398,0.000
417423,20.33,0.00,-1.71,10,0.17,2804,0.00,0.00,0.8060,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.99,1.46,14.70,63.14,0.00,63.170,0.00,-2.66,7.06,398,0.000
417577,20.33,0.00,-1.76,10,0.17,2788,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,8.03,1.46,14.70,63.14,0.00,63.121,0.00,-2.71,7.06,398,0.000
417731,20.33,0.00,-1.75,10,0.17,2794,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,7.90,1.46,14.70,63.14,0.00,62.956,0.00,-2.70,7.06,398,0.000
417885,20.33,0.00,-1.61,10,0.17,2778,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.86,1.46,14.70,62.75,0.00,62.550,0.00,-2.56,7.06,398,0.000
418039,20.33,0.00,-1.54,10,0.17,2765,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,7.77,1.46,14.70,62.35,0.00,62.353,0.00,-2.49,7.06,398,0.000
418193,20.33,0.00,-1.54,10,0.17,2744,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.94,1.46,14.70,62.35,0.00,61.991,0.00,-2.49,7.06,398,0.000
418347,20.33,0.00,-1.48,10,0.17,2728,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,8.07,1.46,14.70,62.35,0.00,62.174,0.00,-2.43,7.06,398,0.000
418501,20.33,0.00,-1.41,10,0.18,2712,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.55,1.44,14.70,61.96,0.00,61.788,0.00,-2.36,6.67,398,0.000
418655,20.33,0.00,-1.21,10,0.17,2695,0.00,0.00,0.8405,0.00,1.0000,23.95,24.00,3,2,0,2,2,2,0.00,14.51,-7.25,7.55,1.44,14.70,61.18,0.00,61.145,0.00,-2.16,6.67,398,0.000
418809,20.33,0.39,-1.20,10,0.17,2682,0.00,0.00,0.8027,0.00,1.0000,24.03,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.81,1.46,14.70,61.18,0.00,61.186,4.43,-2.14,6.67,398,0.000
418962,20.33,1.57,-0.84,10,0.18,2676,0.00,0.00,0.8010,1.79,1.0000,25.71,25.50,3,1,0,2,2,2,0.00,14.51,-7.25,9.31,1.52,14.70,61.18,46.27,61.354,17.89,-1.79,7.45,398,0.000
419117,20.33,5.49,-0.41,10,0.20,2620,0.00,0.00,0.8105,1.79,1.0000,27.05,27.00,3,1,0,2,2,2,0.00,14.51,-7.25,10.73,1.60,14.70,61.18,45.49,60.939,27.63,-1.36,9.02,398,0.366
419271,20.33,7.84,-0.27,10,0.24,2642,0.00,0.00,0.8037,2.05,1.0000,30.66,29.00,3,1,0,2,2,2,0.00,14.51,-7.25,13.91,1.72,14.70,60.39,45.49,60.790,36.10,-1.22,10.59,398,0.000
419425,20.33,8.63,-0.09,10,0.29,2639,0.00,0.00,0.8037,2.30,1.0000,33.77,33.50,3,1,0,2,2,2,0.00,14.51,-7.25,14.18,1.74,14.70,60.78,44.71,60.185,41.41,-1.04,11.37,398,0.000
419579,17.11,13.33,1.48,10,0.33,2658,0.00,0.00,0.8010,2.56,1.0000,39.37,36.50,3,1,0,2,2,2,0.00,14.51,-7.25,27.36,2.10,14.70,60.00,45.10,60.635,110.90,0.53,14.12,16,0.610
419732,14.13,15.29,2.08,8,0.54,2608,0.00,0.00,0.8300,3.33,1.0000,37.98,38.50,3,1,0,2,2,2,1.50,14.51,-7.25,32.54,2.22,14.70,60.78,46.27,60.823,137.83,1.13,18.43,16,0.122
419887,14.93,17.65,3.83,8,0.68,2618,0.00,0.00,0.8180,3.84,1.0000,36.45,39.00,3,1,0,2,2,2,2.00,14.51,-7.25,37.09,2.30,14.70,60.00,48.24,60.232,177.14,2.88,20.78,16,0.000
420040,15.16,18.43,4.15,8,0.79,2648,0.00,0.00,0.8170,4.61,1.0000,35.11,37.50,3,2,0,2,2,2,2.00,14.51,-7.25,37.86,2.32,14.70,60.78,51.76,60.794,195.88,2.99,22.35,16,0.000
420194,14.01,20.00,4.45,8,0.84,2673,0.00,0.00,0.8652,5.12,1.0000,34.35,36.50,7,7,0,2,2,2,2.00,14.51,-7.25,38.37,2.34,14.70,60.39,51.76,60.303,183.55,3.50,23.92,16,0.000
420348,13.90,16.86,3.01,8,0.85,2670,0.00,0.00,0.8045,4.86,1.0000,34.64,36.50,11,11,0,2,2,2,1.50,14.51,-7.25,31.34,2.20,14.70,60.78,49.02,60.951,128.77,2.06,21.96,16,-0.244
420502,13.78,13.33,0.58,8,0.76,2660,0.00,0.00,0.8100,4.35,1.0000,36.16,37.00,16,15,0,2,2,2,0.00,14.51,-7.25,23.10,2.00,14.70,60.78,45.10,60.527,52.37,-0.37,18.04,16,-0.244
420656,13.90,9.02,-0.09,8,0.59,2659,0.00,0.00,0.8155,3.58,1.0000,38.40,38.00,18,18,0,2,2,2,0.00,14.51,-7.25,16.36,1.80,14.70,60.78,45.49,60.646,36.50,-1.04,12.94,16,-0.244
420810,13.44,7.45,-0.37,8,0.43,2648,0.00,0.00,0.8035,2.56,1.0000,40.70,40.50,19,19,0,2,2,2,0.00,14.51,-7.25,13.23,1.70,14.70,60.78,45.88,61.002,26.50,-1.27,11.76,16,-0.122
420964,14.01,4.31,-0.55,8,0.34,2661,0.00,0.00,0.8480,2.30,1.0000,35.47,36.00,20,20,0,2,2,2,0.00,14.51,-7.25,11.12,1.60,14.70,60.39,45.10,60.440,17.00,-1.50,10.20,16,-0.122
421118,14.70,0.78,-0.74,8,0.28,2631,0.00,0.00,0.8080,2.05,1.0000,31.67,32.50,18,19,0,2,2,2,0.00,14.51,-7.25,9.58,1.52,14.70,60.39,44.71,60.362,7.50,-1.69,8.63,16,0.122
421273,15.39,0.78,-0.92,8,0.23,2646,0.00,0.00,0.8195,1.79,1.0000,29.37,29.50,18,18,0,2,2,2,0.00,14.51,-7.25,7.83,1.44,14.70,60.00,43.92,59.689,4.43,-1.88,7.06,16,-0.122
421427,16.08,0.78,-0.95,8,0.20,2598,0.00,0.00,0.8205,1.54,1.0000,28.70,29.00,18,18,0,2,2,2,0.00,14.51,-7.25,7.81,1.44,14.70,60.39,44.71,60.794,1.50,-1.90,6.67,16,0.000
421581,16.08,0.39,-0.81,8,0.18,2622,0.00,0.00,0.8115,1.54,1.0000,28.54,28.50,17,17,0,2,2,2,0.00,14.51,-7.25,7.47,1.42,14.70,60.39,44.31,59.835,1.50,-1.80,6.67,16,-0.122
421735,16.31,0.00,-0.89,8,0.18,2615,0.00,0.00,0.8010,1.54,1.0000,27.56,27.50,17,17,0,2,2,2,0.00,14.51,-7.25,6.91,1.40,14.70,59.61,0.00,59.746,0.00,-1.86,6.27,16,0.000
421889,16.31,0.00,-0.66,8,0.16,2576,0.00,0.00,0.8010,0.00,1.0000,26.23,26.50,3,2,0,2,2,2,0.00,14.51,-7.25,6.87,1.40,14.70,60.00,0.00,59.047,0.00,-1.61,6.27,16,0.000
422043,17.11,0.00,-0.59,8,0.16,2570,0.00,0.00,0.8060,0.00,1.0000,24.88,25.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.29,1.42,14.70,59.22,0.00,59.414,0.00,-1.54,6.67,16,0.000
422197,19.29,0.00,-0.72,10,0.17,2542,0.00,0.00,0.8067,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.42,1.44,14.70,58.82,0.00,58.764,0.00,-1.67,6.67,16,0.000
422352,19.64,0.00,-0.49,10,0.17,2552,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.29,1.42,14.70,59.22,0.00,58.408,0.00,-1.44,6.67,16,0.000
422505,20.33,0.00,-0.46,10,0.17,2509,0.00,0.00,0.8397,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.21,1.42,14.70,58.43,0.00,58.586,0.00,-1.41,6.67,16,0.000
422660,20.33,0.00,-0.46,10,0.17,2516,0.00,0.00,0.7988,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.12,1.42,14.70,58.43,0.00,58.355,0.00,-1.41,6.67,16,0.000
422814,20.33,0.00,-0.34,10,0.17,2476,0.00,0.00,0.8107,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,7.03,1.40,14.70,58.04,0.00,57.714,0.00,-1.29,6.67,16,0.000
422967,20.33,0.00,-0.18,10,0.17,2488,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,6.95,1.40,14.70,58.04,0.00,57.365,0.00,-1.12,6.27,16,0.000
423121,20.33,0.00,-0.07,10,0.17,2468,0.00,0.00,0.8007,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,6.91,1.40,14.70,57.25,0.00,57.165,0.00,-1.01,6.27,16,0.000
423277,20.33,0.00,-0.03,10,0.17,2432,0.00,0.00,0.8377,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.03,1.40,14.70,56.86,0.00,57.292,0.00,-0.97,6.27,16,0.000
423430,20.33,0.00,0.05,10,0.17,2444,0.00,0.00,0.8037,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.83,1.40,14.70,56.86,0.00,56.938,0.00,-1.00,6.27,16,0.000
423584,20.33,0.00,0.16,10,0.17,2421,0.00,0.00,0.8077,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.67,1.40,14.70,56.47,0.00,56.739,0.00,-0.79,6.27,16,0.000
423738,20.33,0.00,0.07,10,0.17,2409,0.00,0.00,0.8020,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,6.83,1.40,14.70,56.08,0.00,56.059,0.00,-0.88,6.27,16,0.000
423892,20.33,0.00,-0.63,10,0.17,2370,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,6.63,1.38,14.70,56.08,0.00,56.146,0.00,-1.58,6.27,16,0.000
424046,20.33,0.00,-0.94,10,0.17,2358,0.00,0.00,0.8017,0.00,1.0000,23.95,24.00,3,1,0,2,2,2,0.00,14.51,-7.25,6.63,1.38,14.70,55.29,0.00,55.854,0.00,-1.89,5.88,16,0.000
424200,20.33,0.00,-0.89,10,0.17,2343,0.00,0.00,0.8027,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.71,1.38,14.70,55.29,0.00,54.925,0.00,-2.23,5.88,16,0.000
424354,20.33,0.00,-1.23,10,0.17,2330,0.00,0.00,0.8040,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.71,1.38,14.70,55.29,0.00,54.591,0.00,-2.19,5.88,16,0.000
424508,20.33,0.00,-1.56,10,0.17,2316,0.00,0.00,0.8050,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.59,1.38,14.70,54.90,0.00,54.694,0.00,-2.51,5.88,16,0.000
424662,20.33,0.00,-2.68,10,0.17,2302,0.00,0.00,0.8077,0.00,1.0000,23.95,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.44,1.38,14.70,54.51,0.00,54.444,0.00,-3.63,5.88,16,0.000
424816,20.33,0.39,-3.00,10,0.17,2292,0.00,0.00,0.8027,0.00,1.0000,23.97,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,6.75,1.38,14.70,53.73,36.47,54.046,5.77,-3.95,5.88,16,0.000
424969,20.33,0.78,-2.45,10,0.17,2307,0.00,0.00,0.8050,1.79,1.0000,24.20,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.38,1.44,14.70,53.33,37.25,54.220,5.76,-3.07,6.67,16,0.000
425123,20.33,1.18,-3.77,10,0.19,2276,0.00,0.00,0.8050,1.79,1.0000,24.08,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,7.64,1.44,14.70,53.73,37.25,54.098,6.99,-4.72,7.06,16,0.000
425277,20.33,2.75,-4.13,10,0.19,2278,0.00,0.00,0.8015,1.79,1.0000,23.78,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,8.87,1.50,14.70,52.94,35.69,52.351,18.74,-5.08,7.06,16,0.366
425431,20.33,3.92,-3.23,10,0.22,2304,0.00,0.00,0.8027,2.05,1.0000,24.37,24.00,2,1,0,2,2,2,0.00,14.51,-7.25,9.36,1.54,14.70,52.94,36.47,53.062,19.80,-4.17,8.63,16,0.122
425585,17.92,4.31,-4.44,10,0.24,2236,0.00,0.00,0.8397,2.05,1.0000,25.62,25.50,2,1,0,2,2,2,0.00,14.51,-7.25,9.51,1.54,14.70,52.94,35.29,53.631,21.19,-5.38,8.63,16,0.122
425740,14.47,4.71,-3.59,8,0.25,2238,0.00,0.00,0.8090,2.05,1.0000,26.54,26.50,2,1,0,2,2,2,0.00,14.51,-7.25,9.84,1.56,14.70,52.16,36.08,52.690,26.08,-4.57,8.63,16,0.122
425893,13.21,5.88,-4.07,8,0.26,2272,0.00,0.00,0.8107,2.05,1.0000,27.38,27.00,2,1,0,2,2,2,0.00,14.51,-7.25,10.55,1.58,14.70,52.55,35.69,52.245,29.56,-5.01,9.02,16,0.122
426047,14.01,6.67,-4.43,8,0.27,2250,0.00,0.00,0.8037,2.05,1.0000,28.02,28.00,2,1,0,2,2,2,0.00,14.51,-7.25,10.65,1.58,14.70,52.16,35.29,51.835,31.93,-5.36,9.41,16,0.000
426201,14.59,6.67,-4.44,8,0.28,2226,0.00,0.00,0.8105,2.05,1.0000,29.23,29.00,2,1,0,2,2,2,0.00,14.51,-7.25,11.42,1.62,14.70,52.55,36.08,52.571,33.18,-5.39,9.80,16,0.000
426355,14.70,7.06,-4.39,8,0.29,2226,0.00,0.00,0.8077,2.30,1.0000,30.45,30.50,2,1,0,2,2,2,0.00,14.51,-7.25,11.17,1.60,14.70,51.76,35.29,52.160,33.32,-5.33,9.80,16,0.000
426510,14.81,7.06,-4.54,8,0.30,2239,0.00,0.00,0.8080,2.30,1.0000,30.69,30.50,2,1,0,2,2,2,0.00,14.51,-7.25,11.34,1.62,14.70,51.76,35.69,52.196,33.77,-5.50,9.80,16,0.000
426663,14.81,7.06,-4.20,8,0.30,2233,0.00,0.00,0.8080,2.30,1.0000,30.88,31.00,2,1,0,2,2,2,0.00,14.51,-7.25,11.34,1.62,14.70,51.76,35.69,52.028,33.26,-5.14,10.20,16,0.000
426817,14.70,6.67,-4.30,8,0.30,2216,0.00,0.00,0.8000,2.30,1.0000,30.87,31.00,2,1,0,2,2,2,0.00,14.51,-7.25,11.23,1.62,14.70,52.16,35.29,51.945,31.82,-5.25,9.80,16,0.000
426971,14.70,7.06,-4.36,8,0.30,2209,0.00,0.00,0.8050,2.30,1.0000,30.94,31.00,2,1,0,2,2,2,0.00,14.51,-7.25,11.23,1.62,14.70,51.37,34.90,51.471,33.47,-5.31,9.80,16,0.000
427125,14.59,6.67,-4.47,8,0.30,2228,0.00,0.00,0.8087,2.30,1.0000,30.80,31.00,2,1,0,2,2,2,0.00,14.51,-7.25,11.12,1.60,14.70,51.76,35.29,51.276,32.11,-5.42,9.80,16,0.000
427279,14.59,6.27,-4.71,8,0.30,2203,0.00,0.00,0.8090,2.30,1.0000,30.46,30.50,2,1,0,2,2,2,0.00,14.51,-7.25,10.89,1.60,14.70,51.76,34.90,51.115,29.90,-5.66,9.80,16,-0.122
427433,14.59,6.27,-5.25,8,0.30,2199,0.00,0.00,0.8037,2.30,1.0000,30.19,30.50,2,1,0,2,2,2,0.00,14.51,-7.25,10.73,1.58,14.70,51.76,34.90,51.095,25.94,-6.20,9.41,16,0.000
427587,14.59,5.10,-5.38,8,0.29,2213,0.00,0.00,0.8020,2.30,1.0000,29.50,29.50,2,1,0,2,2,2,0.00,14.51,-7.25,10.45,1.58,14.70,50.98,34.51,51.017,25.02,-6.36,9.41,16,0.000
427741,14.59,5.10,-5.62,8,0.28,2190,0.00,0.00,0.8027,2.30,1.0000,28.92,29.00,2,1,0,2,2,2,0.00,14.51,-7.25,10.23,1.56,14.70,50.98,34.90,51.463,21.45,-6.56,9.02,16,-0.122
427894,14.59,4.71,-5.13,8,0.28,2192,0.00,0.00,0.8080,2.05,1.0000,28.22,28.50,2,1,0,2,2,2,0.00,14.51,-7.25,9.83,1.54,14.70,50.98,34.90,51.283,19.33,-6.09,8.63,16,-0.122
428048,14.59,3.92,-5.41,8,0.27,2201,0.00,0.00,0.8080,2.05,1.0000,27.15,27.50,2,1,0,2,2,2,0.00,14.51,-7.25,9.44,1.52,14.70,51.37,34.90,51.170,18.48,-6.37,8.24,16,-0.122
428202,14.59,3.53,-5.42,8,0.26,2180,0.00,0.00,0.8050,2.05,1.0000,26.73,26.50,2,1,0,2,2,2,0.00,14.51,-7.25,9.19,1.52,14.70,50.98,34.51,50.634,19.17,-6.37,8.24,16,0.000
428356,14.70,3.53,-5.66,8,0.25,2194,0.00,0.00,0.8080,2.05,1.0000,26.09,26.00,2,1,0,2,2,2,0.00,14.51,-7.25,9.24,1.52,14.70,50.98,34.12,50.455,16.76,-7.11,8.24,16,0.000
428510,14.70,3.53,-6.26,8,0.25,2190,0.00,0.00,0.8050,2.05,1.0000,25.87,26.00,2,1,0,2,2,2,0.00,14.51,-7.25,9.24,1.52,14.70,50.98,34.51,50.847,16.71,-7.21,8.24,16,0.000
428664,14.70,3.53,-5.80,8,0.25,2163,0.00,0.00,0.8060,2.05,1.0000,25.89,26.00,2,1,0,2,2,2,0.00,14.51,-7.25,9.04,1.50,14.70,50.20,34.51,50.783,18.02,-6.75,8.24,16,-0.122
428820,14.70,3.53,-5.92,8,0.25,2184,0.00,0.00,0.8140,2.05,1.0000,25.59,25.50,2,1,0,2,2,2,0.00,14.51,-7.25,8.99,1.50,14.70,50.59,34.12,50.157,16.73,-6.88,7.84,16,0.000
428972,14.59,3.53,-6.61,8,0.25,2159,0.00,0.00,0.8100,2.05,1.0000,25.29,25.50,2,1,0,2,2,2,0.00,14.51,-7.25,9.24,1.52,14.70,50.59,34.12,50.082,18.04,-7.56,7.84,16,0.000
429126,14.47,3.53,-6.73,8,0.25,2172,0.00,0.00,0.8117,2.05,1.0000,25.59,25.50,2,1,0,2,2,2,0.00,14.51,-7.25,9.04,1.50,14.70,50.20,33.73,49.962,17.98,-7.68,7.84,16,0.000
429280,14.47,3.53,-6.31,8,0.25,2150,0.00,0.00,0.8050,2.05,1.0000,25.37,25.50,2,1,0,2,2,2,0.00,14.51,-7.25,9.04,1.50,14.70,49.80,34.12,50.326,18.00,-7.27,7.84,16,0.000
429434,14.36,3.53,-6.41,8,0.25,2164,0.00,0.00,0.8010,2.05,1.0000,25.63,25.50,2,1,0,2,2,2,0.00,14.51,-7.25,9.24,1.52,14.70,50.20,34.12,50.185,18.08,-7.38,7.84,16,0.000
429589,14.24,3.53,-7.07,8,0.25,2143,0.00,0.00,0.8080,2.05,1.0000,25.49,25.50,2,1,0,2,2,2,0.00,14.51,-7.25,9.09,1.50,14.70,50.20,33.73,49.725,18.03,-8.02,7.84,16,0.000
429742,14.24,3.53,-7.08,8,0.25,2158,0.00,0.00,0.8080,2.05,1.0000,25.57,25.50,2,1,0,2,2,2,0.00,14.51,-7.25,9.00,1.50,14.70,49.80,33.73,50.016,18.04,-8.04,7.84,16,-0.122
